"","canceled_service","senior_citizen","spouse_partner","dependents","cellular_service","avg_call_mins","avg_intl_mins","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_bill","payment_method","months_with_company","monthly_charges"
"882","no","no","yes","yes","multiple_lines",417,129,"fiber_optic","no","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",15,105.35
"883","no","no","no","no","single_line",224,97,"digital","no","no","no","no","no","no","month_to_month","no","electronic_check",26,45.45
"884","yes","no","no","no","multiple_lines",438,114,"fiber_optic","yes","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",12,99.7
"885","no","no","no","no","multiple_lines",380,83,"fiber_optic","yes","yes","yes","yes","no","yes","two_year","no","mailed_check",71,111.3
"886","no","no","yes","yes","multiple_lines",360,73,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","yes","electronic_check",72,114
"887","no","no","no","yes","single_line",345,97,"digital","no","no","no","no","yes","yes","one_year","no","mailed_check",17,44.6
"888","no","no","yes","yes","multiple_lines",499,137,"digital","no","yes","yes","no","no","yes","month_to_month","no","credit_card",29,80.1
"889","yes","yes","no","no","single_line",286,58,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,69.75
"890","yes","yes","yes","yes","multiple_lines",356,123,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","no","electronic_check",26,105.75
"891","no","no","no","no","multiple_lines",420,166,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",9,81.15
"892","no","no","yes","yes","multiple_lines",327,90,"fiber_optic","yes","yes","yes","yes","no","no","two_year","no","credit_card",72,107.45
"893","no","no","no","no","single_line",505,86,"digital","no","no","yes","no","no","no","month_to_month","no","credit_card",23,49.7
"894","no","yes","no","no","single_line",191,65,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",4,94.75
"895","yes","no","no","no","multiple_lines",422,83,"fiber_optic","yes","yes","yes","no","no","no","two_year","yes","bank_draft",57,112.95
"896","no","no","no","no","single_line",316,117,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",2,69.7
"897","no","no","no","no","single_line",329,91,"digital","no","no","yes","no","no","yes","month_to_month","no","mailed_check",6,60.9
"898","yes","no","no","no","multiple_lines",409,104,"fiber_optic","no","no","yes","yes","yes","no","two_year","yes","bank_draft",69,106.5
"899","no","no","yes","yes","single_line",435,111,"digital","yes","yes","yes","yes","yes","no","one_year","no","bank_draft",61,84.9
"900","yes","yes","no","no","multiple_lines",510,71,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",16,96.15
"901","no","no","no","yes","multiple_lines",356,83,"digital","yes","no","yes","no","yes","no","one_year","yes","credit_card",48,78.75
"902","yes","yes","no","no","single_line",322,73,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",5,89.5
"903","yes","yes","no","no","single_line",406,101,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",8,92.1
"904","yes","yes","no","no","multiple_lines",363,96,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",18,95.45
"905","no","no","yes","yes","multiple_lines",419,90,"fiber_optic","no","no","no","yes","no","yes","month_to_month","yes","credit_card",39,99.95
"906","no","no","no","no","single_line",374,96,"fiber_optic","yes","no","no","yes","yes","yes","two_year","yes","electronic_check",33,88.95
"907","no","no","yes","no","single_line",343,110,"fiber_optic","yes","yes","no","yes","no","yes","one_year","no","bank_draft",61,93.7
"908","yes","no","yes","yes","single_line",346,108,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","bank_draft",11,79.5
"909","no","no","no","yes","single_line",52,87,"fiber_optic","no","no","no","no","no","no","two_year","no","credit_card",50,70.35
"910","yes","no","no","yes","multiple_lines",478,97,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","electronic_check",1,99.75
"911","no","no","no","yes","single_line",204,106,"digital","yes","yes","no","no","yes","no","one_year","no","credit_card",35,55.6
"912","no","no","yes","yes","single_line",258,90,"digital","yes","no","no","no","no","no","one_year","yes","bank_draft",61,49.7
"913","yes","no","yes","no","multiple_lines",462,128,"fiber_optic","yes","yes","no","yes","yes","no","one_year","no","electronic_check",50,108.55
"914","yes","no","no","no","multiple_lines",446,147,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",4,90.05
"915","no","no","yes","yes","multiple_lines",273,166,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",57,100.6
"916","no","no","yes","no","multiple_lines",282,177,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","credit_card",72,113.65
"917","no","yes","no","no","multiple_lines",347,94,"fiber_optic","yes","yes","yes","no","yes","no","month_to_month","yes","bank_draft",63,109.4
"918","yes","no","no","no","single_line",322,120,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","mailed_check",1,80.85
"919","no","no","yes","no","single_line",330,90,"digital","no","yes","no","no","yes","no","month_to_month","yes","mailed_check",19,59.8
"920","no","no","no","no","single_line",233,53,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",14,92.9
"921","no","no","no","no","single_line",408,143,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",2,79.95
"922","no","no","yes","yes","single_line",365,99,"digital","yes","no","no","yes","yes","no","month_to_month","no","electronic_check",25,54.3
"923","no","no","no","no","multiple_lines",291,159,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",18,74.15
"924","no","no","yes","yes","multiple_lines",375,175,"digital","no","yes","no","yes","no","no","month_to_month","yes","credit_card",23,69.5
"925","yes","no","yes","no","multiple_lines",422,101,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",44,96.1
"926","no","yes","no","no","multiple_lines",385,142,"fiber_optic","no","yes","no","no","no","yes","two_year","yes","credit_card",59,79.2
"927","no","no","yes","yes","multiple_lines",366,143,"fiber_optic","no","yes","yes","yes","yes","no","one_year","yes","credit_card",56,99.75
"928","no","no","no","no","multiple_lines",287,181,"digital","yes","no","yes","no","yes","no","one_year","no","mailed_check",28,59
"929","no","no","no","no","single_line",330,102,"fiber_optic","yes","no","yes","no","no","yes","month_to_month","no","mailed_check",54,89.8
"930","yes","yes","no","no","multiple_lines",368,118,"fiber_optic","no","yes","no","no","yes","no","month_to_month","yes","electronic_check",14,78.95
"931","yes","yes","yes","no","multiple_lines",528,117,"fiber_optic","yes","no","yes","no","yes","no","month_to_month","yes","bank_draft",41,83.75
"932","no","no","no","no","single_line",216,168,"fiber_optic","no","no","no","no","no","yes","month_to_month","no","mailed_check",1,71.1
"933","no","no","no","no","multiple_lines",360,151,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","bank_draft",51,81
"934","yes","no","no","yes","single_line",353,78,"digital","no","no","no","no","no","no","month_to_month","no","mailed_check",5,46
"935","no","no","yes","no","multiple_lines",349,94,"fiber_optic","yes","no","yes","no","no","yes","month_to_month","yes","mailed_check",45,84.55
"936","no","no","no","no","multiple_lines",345,111,"fiber_optic","yes","yes","yes","no","no","no","one_year","yes","electronic_check",42,99
"937","yes","no","yes","yes","multiple_lines",429,119,"fiber_optic","no","yes","no","yes","yes","no","month_to_month","no","electronic_check",50,103.7
"938","no","no","yes","yes","single_line",197,110,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","yes","credit_card",70,101.1
"939","yes","no","no","no","single_line",375,69,"fiber_optic","no","no","yes","no","no","no","one_year","no","mailed_check",12,95.5
"940","yes","no","no","no","single_line",392,62,"digital","no","yes","no","no","no","no","month_to_month","no","mailed_check",1,50.65
"941","no","no","no","no","single_line",275,117,"digital","yes","no","yes","yes","yes","no","month_to_month","yes","credit_card",36,79.2
"942","no","no","no","no","single_line",330,165,"fiber_optic","yes","yes","yes","no","yes","yes","one_year","yes","credit_card",46,95.65
"943","yes","no","no","no","single_line",313,42,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,70.05
"944","no","no","no","no","single_line",243,148,"fiber_optic","yes","yes","yes","no","no","no","month_to_month","yes","credit_card",30,84.3
"945","yes","yes","yes","no","multiple_lines",239,135,"fiber_optic","no","no","yes","no","yes","no","month_to_month","yes","electronic_check",16,98.75
"946","no","no","yes","yes","single_line",326,143,"fiber_optic","no","yes","no","yes","yes","no","month_to_month","yes","electronic_check",3,80
"947","yes","no","no","no","multiple_lines",409,113,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","credit_card",2,73.25
"948","no","no","no","no","single_line",134,69,"digital","no","yes","yes","yes","yes","no","one_year","no","mailed_check",27,78.2
"949","yes","no","yes","no","multiple_lines",277,106,"fiber_optic","yes","yes","yes","no","yes","no","two_year","yes","bank_draft",58,109.45
"950","yes","no","no","no","single_line",459,18,"fiber_optic","no","yes","no","yes","no","no","month_to_month","no","electronic_check",1,91.7
"951","no","no","yes","no","multiple_lines",355,96,"digital","no","no","no","yes","no","no","one_year","yes","bank_draft",43,64.85
"952","no","no","yes","yes","multiple_lines",418,57,"fiber_optic","yes","yes","no","yes","yes","no","two_year","yes","credit_card",72,107.7
"953","no","yes","yes","yes","multiple_lines",298,119,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","electronic_check",38,101.15
"954","no","no","no","no","multiple_lines",368,68,"fiber_optic","yes","yes","yes","no","yes","yes","one_year","yes","electronic_check",61,107.75
"955","yes","no","no","no","multiple_lines",412,104,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,95.45
"956","no","no","yes","yes","single_line",455,88,"digital","no","no","yes","yes","no","no","two_year","yes","bank_draft",61,73.8
"957","yes","no","yes","yes","multiple_lines",493,62,"fiber_optic","yes","no","yes","no","yes","yes","month_to_month","yes","electronic_check",17,104.2
"958","yes","no","no","no","multiple_lines",396,102,"fiber_optic","no","yes","no","no","no","yes","month_to_month","yes","electronic_check",36,99.15
"959","yes","no","yes","no","multiple_lines",441,140,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",30,85
"960","yes","no","no","no","single_line",323,45,"fiber_optic","no","no","no","no","no","no","month_to_month","no","bank_draft",1,69.7
"961","yes","no","no","no","single_line",431,134,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","no","electronic_check",1,84.3
"962","no","no","no","no","multiple_lines",326,131,"fiber_optic","yes","yes","yes","no","yes","yes","month_to_month","yes","bank_draft",59,99.45
"963","no","no","no","no","multiple_lines",300,104,"fiber_optic","yes","yes","yes","yes","no","no","two_year","yes","electronic_check",72,114.9
"964","no","no","yes","no","multiple_lines",315,141,"digital","no","yes","yes","no","yes","yes","two_year","no","bank_draft",61,80.9
"965","no","no","no","no","multiple_lines",278,141,"fiber_optic","no","no","no","yes","yes","yes","month_to_month","yes","electronic_check",24,89.55
"966","yes","no","no","no","multiple_lines",386,101,"fiber_optic","no","no","no","yes","yes","no","month_to_month","no","bank_draft",37,98.8
"967","no","no","no","no","multiple_lines",285,158,"fiber_optic","no","no","yes","yes","yes","no","month_to_month","yes","electronic_check",5,82.75
"968","no","no","yes","yes","multiple_lines",407,129,"fiber_optic","yes","no","no","no","no","yes","one_year","no","mailed_check",55,100.9
"969","no","no","yes","no","single_line",227,112,"digital","yes","no","no","no","yes","yes","month_to_month","yes","bank_draft",23,59.95
"970","yes","no","no","no","single_line",306,40,"fiber_optic","no","no","no","no","yes","yes","month_to_month","no","mailed_check",1,69.4
"971","no","no","no","no","multiple_lines",354,174,"fiber_optic","yes","no","yes","no","no","no","one_year","no","electronic_check",61,104
"972","no","yes","yes","no","multiple_lines",345,127,"digital","no","no","yes","no","no","yes","two_year","no","electronic_check",30,74.85
"973","no","no","yes","yes","multiple_lines",290,116,"digital","yes","no","no","yes","yes","yes","month_to_month","no","electronic_check",53,71.85
"974","no","no","yes","no","single_line",169,61,"digital","no","yes","yes","no","no","yes","two_year","no","electronic_check",47,73.6
"975","no","no","yes","yes","single_line",212,82,"fiber_optic","no","no","no","no","no","no","one_year","yes","bank_draft",34,78.95
"976","no","no","yes","yes","single_line",315,123,"fiber_optic","yes","yes","yes","yes","yes","no","two_year","no","credit_card",71,100.2
"977","no","no","yes","yes","single_line",302,89,"digital","no","no","no","yes","yes","no","month_to_month","yes","electronic_check",8,68.55
"978","no","no","no","no","multiple_lines",372,140,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","mailed_check",10,75.75
"979","no","no","yes","yes","multiple_lines",300,103,"digital","yes","yes","yes","yes","yes","no","two_year","no","electronic_check",71,90.35
"980","no","no","yes","no","single_line",297,62,"digital","no","no","no","yes","no","yes","month_to_month","yes","mailed_check",18,50.3
"981","no","yes","no","no","single_line",364,66,"digital","no","yes","no","no","yes","no","month_to_month","yes","mailed_check",7,51.3
"982","no","no","yes","yes","multiple_lines",500,136,"fiber_optic","no","yes","no","yes","no","no","one_year","yes","credit_card",62,106.05
"983","no","no","yes","yes","single_line",426,112,"digital","yes","yes","no","no","yes","no","month_to_month","no","mailed_check",8,54.65
"984","no","no","no","no","multiple_lines",362,155,"digital","no","no","no","yes","yes","no","month_to_month","yes","mailed_check",4,64.4
"985","yes","no","no","no","multiple_lines",446,97,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","no","electronic_check",8,100.85
"986","no","no","no","no","multiple_lines",352,108,"digital","yes","yes","no","yes","yes","no","month_to_month","no","mailed_check",29,67.45
"987","no","no","yes","no","single_line",238,129,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","electronic_check",72,94.65
"988","no","no","no","yes","multiple_lines",391,131,"fiber_optic","no","no","yes","no","no","yes","month_to_month","yes","credit_card",18,80.55
"989","no","yes","no","no","single_line",273,126,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",7,89.15
"990","no","no","no","no","multiple_lines",376,146,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","credit_card",21,99.85
"991","no","yes","no","no","single_line",348,108,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",9,79.55
"992","no","no","no","no","single_line",372,97,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","electronic_check",9,73.8
"993","yes","no","yes","yes","multiple_lines",334,147,"fiber_optic","no","yes","yes","no","no","yes","two_year","yes","electronic_check",72,103.4
"994","no","no","no","no","multiple_lines",353,110,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","bank_draft",24,84.85
"995","no","no","yes","yes","multiple_lines",340,91,"fiber_optic","no","yes","yes","no","no","no","month_to_month","yes","electronic_check",37,95.15
"996","no","no","yes","no","single_line",251,96,"digital","no","yes","no","yes","yes","yes","month_to_month","no","electronic_check",35,56.85
"997","no","no","no","no","single_line",380,111,"fiber_optic","no","no","no","no","no","no","month_to_month","no","mailed_check",5,78.75
"998","no","yes","yes","yes","multiple_lines",333,85,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","electronic_check",29,103.95
"999","no","yes","no","no","multiple_lines",372,104,"digital","yes","yes","no","yes","no","no","two_year","yes","bank_draft",67,64.55
"1000","no","no","no","no","single_line",359,91,"digital","yes","no","yes","yes","yes","no","month_to_month","no","credit_card",6,78.65
"1001","yes","no","yes","yes","single_line",352,118,"digital","no","no","yes","yes","no","no","month_to_month","no","credit_card",10,55.2
"1002","yes","no","no","no","single_line",356,82,"digital","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,45.65
"1003","no","yes","no","no","single_line",470,89,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",20,81.45
"1004","yes","yes","yes","no","single_line",330,91,"fiber_optic","no","yes","no","yes","yes","yes","month_to_month","yes","bank_draft",13,89.05
"1005","yes","no","no","no","single_line",407,145,"digital","no","no","no","no","yes","no","month_to_month","yes","mailed_check",1,45.85
"1006","no","yes","no","no","multiple_lines",342,100,"fiber_optic","no","yes","no","yes","yes","yes","one_year","no","bank_draft",71,105.75
"1007","no","no","yes","yes","single_line",310,96,"digital","yes","no","yes","no","yes","no","two_year","no","mailed_check",16,64.25
"1008","no","no","no","no","single_line",328,88,"digital","no","no","no","yes","yes","yes","month_to_month","no","mailed_check",20,50
"1009","no","no","yes","no","multiple_lines",420,142,"fiber_optic","yes","yes","yes","no","yes","no","two_year","yes","electronic_check",72,110.75
"1010","no","no","no","no","multiple_lines",415,108,"fiber_optic","yes","no","no","yes","no","no","month_to_month","no","bank_draft",32,87.65
"1011","no","yes","yes","yes","single_line",424,147,"digital","no","yes","no","yes","yes","yes","month_to_month","yes","electronic_check",35,76.05
"1012","no","no","yes","no","multiple_lines",317,67,"fiber_optic","no","yes","yes","yes","yes","no","one_year","no","credit_card",72,109.15
"1013","yes","yes","yes","no","multiple_lines",475,114,"fiber_optic","yes","no","no","no","no","no","month_to_month","yes","electronic_check",4,99.6
"1014","yes","no","yes","no","multiple_lines",372,101,"fiber_optic","yes","no","yes","no","yes","yes","month_to_month","no","electronic_check",53,93.9
"1015","no","no","no","no","multiple_lines",378,132,"fiber_optic","yes","yes","yes","yes","no","no","month_to_month","yes","credit_card",30,95
"1016","yes","no","no","no","single_line",380,103,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,70.25
"1017","no","yes","yes","yes","multiple_lines",468,144,"fiber_optic","yes","yes","no","no","no","no","month_to_month","yes","electronic_check",60,93.25
"1018","no","no","yes","yes","single_line",372,137,"fiber_optic","no","yes","no","no","yes","no","month_to_month","no","credit_card",1,74.6
"1019","no","no","no","yes","single_line",321,80,"digital","yes","no","no","no","no","no","month_to_month","yes","mailed_check",12,69.85
"1020","no","yes","yes","no","multiple_lines",439,48,"fiber_optic","no","yes","yes","no","yes","no","one_year","yes","electronic_check",70,104.8
"1021","no","no","yes","yes","single_line",166,111,"digital","no","no","no","no","no","yes","month_to_month","no","electronic_check",7,44.75
"1022","no","no","yes","no","single_line",338,70,"digital","yes","yes","no","yes","no","yes","month_to_month","yes","mailed_check",9,68.95
"1023","no","no","no","yes","multiple_lines",349,117,"digital","yes","no","yes","yes","no","yes","two_year","yes","electronic_check",60,84.95
"1024","no","no","no","no","single_line",320,102,"digital","yes","no","no","yes","yes","yes","month_to_month","yes","mailed_check",5,55.75
"1025","no","no","yes","no","multiple_lines",355,119,"digital","yes","yes","yes","yes","no","yes","two_year","no","mailed_check",72,68.15
"1026","no","yes","no","no","multiple_lines",336,137,"digital","no","yes","no","yes","no","no","two_year","no","bank_draft",47,59.6
"1027","no","no","yes","no","multiple_lines",316,154,"fiber_optic","yes","yes","no","yes","yes","yes","month_to_month","yes","bank_draft",50,109.65
"1028","yes","no","yes","yes","multiple_lines",371,106,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",15,74.9
"1029","yes","yes","no","no","multiple_lines",311,143,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","bank_draft",22,74.4
"1030","no","no","yes","no","multiple_lines",442,175,"fiber_optic","no","no","yes","yes","no","yes","two_year","yes","bank_draft",62,107.6
"1031","no","no","yes","yes","single_line",249,111,"digital","no","no","no","no","no","no","month_to_month","no","mailed_check",5,44.8
"1032","no","no","no","no","single_line",297,74,"digital","no","no","no","yes","no","no","month_to_month","no","bank_draft",26,49.15
"1033","no","no","yes","yes","multiple_lines",377,86,"digital","yes","yes","no","no","yes","no","two_year","yes","credit_card",70,69.2
"1034","yes","no","no","no","multiple_lines",429,81,"fiber_optic","no","no","no","yes","yes","yes","one_year","yes","electronic_check",43,100
"1035","yes","yes","yes","no","multiple_lines",416,112,"fiber_optic","no","no","yes","no","no","yes","month_to_month","no","electronic_check",20,90.8
"1036","no","yes","yes","no","multiple_lines",297,168,"digital","yes","yes","yes","yes","yes","yes","two_year","yes","bank_draft",70,92.2
"1037","yes","yes","no","no","single_line",373,74,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",9,80.85
"1038","no","no","no","no","single_line",383,103,"fiber_optic","no","no","yes","no","no","no","month_to_month","yes","credit_card",15,94
"1039","yes","yes","yes","no","multiple_lines",306,108,"fiber_optic","yes","no","no","no","no","yes","month_to_month","yes","electronic_check",51,77.5
"1040","no","no","yes","no","single_line",310,110,"digital","no","yes","yes","yes","no","no","two_year","yes","credit_card",71,79.1
"1041","yes","no","no","no","multiple_lines",454,104,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",12,94.2
"1042","yes","no","no","no","single_line",393,111,"digital","yes","no","no","no","yes","yes","month_to_month","yes","credit_card",1,48.6
"1043","yes","no","yes","yes","single_line",337,61,"fiber_optic","no","no","yes","no","yes","yes","month_to_month","yes","mailed_check",13,96.65
"1044","no","no","yes","yes","multiple_lines",341,97,"fiber_optic","no","yes","yes","yes","yes","yes","month_to_month","yes","electronic_check",30,107.5
"1045","no","no","yes","yes","multiple_lines",313,106,"fiber_optic","no","yes","yes","yes","yes","yes","month_to_month","yes","electronic_check",35,109.95
"1046","no","no","yes","yes","multiple_lines",330,113,"digital","yes","yes","yes","yes","no","no","two_year","no","electronic_check",70,80.7
"1047","no","no","yes","no","multiple_lines",310,104,"fiber_optic","no","yes","no","no","no","no","month_to_month","yes","credit_card",32,98.85
"1048","yes","no","no","no","single_line",268,122,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","bank_draft",3,69.55
"1049","yes","no","no","no","single_line",275,16,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",1,70.3
"1050","no","no","yes","no","multiple_lines",361,105,"digital","yes","yes","yes","yes","yes","no","two_year","yes","bank_draft",61,80.8
"1051","yes","no","yes","no","multiple_lines",411,90,"fiber_optic","yes","yes","yes","yes","yes","no","one_year","yes","bank_draft",72,117.8
"1052","yes","no","no","no","single_line",401,41,"digital","no","no","yes","yes","no","yes","month_to_month","yes","credit_card",19,55
"1053","yes","no","no","no","single_line",293,52,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","credit_card",4,70.05
"1054","yes","no","no","no","single_line",255,16,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",6,89.5
"1055","no","no","yes","yes","multiple_lines",360,95,"digital","yes","yes","no","yes","yes","no","one_year","yes","bank_draft",31,75.25
"1056","yes","no","no","no","single_line",227,95,"fiber_optic","no","yes","no","no","yes","yes","month_to_month","yes","electronic_check",1,75.7
"1057","no","no","no","no","multiple_lines",395,123,"digital","no","no","yes","no","no","yes","month_to_month","yes","bank_draft",41,55.7
"1058","no","yes","yes","no","multiple_lines",409,119,"fiber_optic","no","yes","yes","no","yes","no","month_to_month","yes","electronic_check",63,103.5
"1059","yes","no","no","no","single_line",436,55,"digital","no","no","no","no","yes","no","month_to_month","yes","bank_draft",1,45.1
"1060","no","no","yes","yes","multiple_lines",341,119,"digital","no","no","no","no","no","no","month_to_month","yes","credit_card",6,48.95
"1061","yes","yes","no","no","single_line",302,84,"fiber_optic","no","no","no","no","no","no","month_to_month","yes","electronic_check",8,69.7
"1062","no","no","no","no","multiple_lines",348,170,"fiber_optic","yes","no","yes","no","no","no","month_to_month","no","mailed_check",21,103.85
"1063","no","no","no","no","multiple_lines",287,81,"digital","no","no","no","no","no","yes","one_year","yes","credit_card",29,71
"1064","no","no","yes","yes","multiple_lines",284,134,"fiber_optic","no","yes","no","yes","no","yes","one_year","yes","electronic_check",54,105.2
"1065","yes","no","no","no","multiple_lines",394,107,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",3,76.95
"1066","no","no","yes","yes","single_line",121,92,"digital","yes","no","yes","yes","yes","yes","month_to_month","no","bank_draft",49,61.75
"1067","no","no","yes","yes","single_line",294,87,"digital","yes","yes","no","no","yes","no","month_to_month","yes","credit_card",27,54.75
"1068","no","no","no","yes","multiple_lines",321,120,"fiber_optic","yes","yes","yes","no","yes","no","one_year","yes","credit_card",49,109.2
"1069","no","yes","yes","no","multiple_lines",404,80,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","no","credit_card",57,94
"1070","yes","yes","no","no","single_line",348,112,"fiber_optic","no","no","no","no","yes","no","month_to_month","yes","electronic_check",1,79.1
"1071","no","no","yes","yes","single_line",324,116,"digital","yes","yes","no","yes","yes","no","month_to_month","yes","mailed_check",22,57.95
"1072","no","no","yes","yes","multiple_lines",419,158,"digital","yes","yes","yes","yes","no","yes","two_year","yes","credit_card",70,90.15
"1073","no","no","no","yes","multiple_lines",379,136,"digital","yes","yes","no","yes","yes","yes","one_year","no","bank_draft",70,64.95
"1074","no","yes","yes","no","multiple_lines",374,124,"fiber_optic","yes","yes","yes","no","no","no","month_to_month","yes","electronic_check",49,88.2
"1075","no","no","no","no","multiple_lines",461,71,"fiber_optic","yes","no","yes","yes","yes","yes","one_year","yes","bank_draft",32,109.55
"1076","no","no","yes","no","single_line",394,73,"digital","yes","yes","yes","no","yes","no","two_year","no","bank_draft",65,71
"1077","no","no","no","no","single_line",162,109,"digital","yes","no","yes","no","yes","yes","month_to_month","no","credit_card",42,54.55
"1078","yes","no","no","no","multiple_lines",507,82,"digital","no","no","no","no","yes","yes","month_to_month","yes","electronic_check",2,49.4
"1079","no","no","no","no","multiple_lines",389,137,"fiber_optic","no","yes","yes","yes","yes","yes","month_to_month","yes","electronic_check",51,87.35
"1080","no","yes","yes","no","multiple_lines",344,62,"fiber_optic","yes","no","yes","no","yes","no","one_year","yes","electronic_check",62,104.85
"1081","no","no","no","no","single_line",330,118,"digital","no","yes","no","yes","yes","no","month_to_month","yes","bank_draft",5,65.6
"1082","no","no","no","no","multiple_lines",347,149,"fiber_optic","no","no","no","yes","no","no","month_to_month","yes","credit_card",12,79.55
"1083","yes","no","yes","yes","single_line",321,74,"digital","yes","yes","yes","yes","yes","yes","month_to_month","no","mailed_check",9,65
"1084","yes","no","no","no","single_line",347,87,"digital","no","no","no","no","yes","yes","month_to_month","yes","bank_draft",12,45.4
"1085","yes","no","no","no","single_line",250,120,"digital","no","no","no","no","no","yes","month_to_month","yes","mailed_check",4,46
"1086","yes","no","no","no","single_line",328,118,"fiber_optic","no","no","no","no","no","yes","month_to_month","yes","electronic_check",1,69.9
"1087","no","no","yes","yes","multiple_lines",330,157,"fiber_optic","yes","no","yes","yes","yes","yes","two_year","no","electronic_check",71,100.45
"1088","no","no","no","no","single_line",405,76,"digital","no","no","no","no","yes","no","month_to_month","no","mailed_check",1,45.6
"1089","yes","yes","yes","no","multiple_lines",549,116,"fiber_optic","no","no","no","no","yes","yes","month_to_month","yes","credit_card",36,85.25
"1090","no","no","yes","yes","multiple_lines",417,171,"fiber_optic","yes","yes","yes","yes","no","no","two_year","no","bank_draft",71,114.6
"1091","no","yes","yes","no","multiple_lines",288,95,"fiber_optic","yes","yes","yes","no","yes","yes","two_year","no","credit_card",63,108.5
"1092","no","no","no","no","multiple_lines",376,170,"fiber_optic","no","no","yes","yes","no","yes","two_year","yes","bank_draft",54,95.1
"1093","no","no","yes","yes","single_line",340,47,"digital","yes","no","yes","yes","yes","yes","one_year","yes","mailed_check",31,81.15
"1094","no","no","yes","no","multiple_lines",489,67,"digital","yes","yes","yes","yes","no","yes","two_year","no","credit_card",68,70.9
"1095","yes","no","no","no","single_line",303,84,"digital","yes","no","yes","no","yes","no","month_to_month","yes","mailed_check",2,55.1
"1096","yes","no","yes","no","single_line",420,83,"fiber_optic","no","yes","yes","no","no","no","month_to_month","no","electronic_check",8,101.15
"1097","no","no","yes","yes","multiple_lines",352,132,"digital","yes","yes","yes","yes","yes","yes","two_year","yes","bank_draft",68,89.05
"1098","yes","yes","yes","no","multiple_lines",492,99,"fiber_optic","yes","no","no","no","no","no","month_to_month","no","electronic_check",47,80.35
"1099","no","no","yes","no","single_line",316,129,"fiber_optic","no","yes","yes","no","no","yes","month_to_month","no","electronic_check",49,99.4
"1100","no","yes","yes","no","multiple_lines",314,106,"fiber_optic","no","no","no","yes","no","no","one_year","no","electronic_check",46,100.25
